module_name,scoh,scop,odd,idd,DSM,class_name,c_chm,c_chd,CBC,IDCC,IODD,IIDD,EDCC,c_FAN_IN,c_FAN_OUT,NAC,NDC,NOP,NOI,NOID,RFC,NOSI,CTM,NOM,NOVM,CIS,privateMethodsQty,protectedMethodsQty,staticMethodsQty,defaultMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,TCC,LCC,LCOM,LCOM*,WMC,c_variablesQty,NOF,publicFieldsQty,privateFieldsQty,protectedFieldsQty,staticFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,c_modifiers
com.ctrip.framework.apollo.adminservice,0.0,0.0093,0.013,0.0,2,com.ctrip.framework.apollo.adminservice.AdminServiceApplication,1.0000,1.0000,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
com.ctrip.framework.apollo.adminservice,0.0,0.0093,0.013,0.0,2,com.ctrip.framework.apollo.adminservice.AdminServiceHealthIndicator,0.5000,0.2000,1,0,0,0,1,0,1,1,0,0,0,0,2,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,1
com.ctrip.framework.apollo,0.0556,0.3278,0.039,0.026,6,com.ctrip.framework.apollo.LocalPortalApplication,1.0000,1.0000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
com.ctrip.framework.apollo,0.0556,0.3278,0.039,0.026,6,com.ctrip.framework.apollo.ConfigServiceTest,1.0000,0.3333,1,1,1,0,0,0,1,1,0,0,0,0,9,6,9,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,1,0,1,0,0,0,1
com.ctrip.framework.apollo,0.0556,0.3278,0.039,0.026,6,com.ctrip.framework.apollo.ConfigService,0.5091,0.2761,5,2,0,2,3,4,1,1,0,0,4,0,9,1,4,11,8,3,3,0,8,5,0,0,0,0,0,0,0,11,4,4,0,4,0,1,0,1,0,1
com.ctrip.framework.apollo,0.0556,0.3278,0.039,0.026,6,com.ctrip.framework.apollo.LocalAdminServiceApplication,1.0000,1.0000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
com.ctrip.framework.apollo,0.0556,0.3278,0.039,0.026,6,com.ctrip.framework.apollo.BaseIntegrationTest,0.5714,0.2333,4,1,1,0,3,1,3,1,1,0,1,0,6,2,5,8,8,3,0,5,1,0,0,0,0,0,0,0,0,8,12,12,0,6,6,10,0,5,0,0
com.ctrip.framework.apollo,0.0556,0.3278,0.039,0.026,6,com.ctrip.framework.apollo.LocalConfigServiceApplication,1.0000,1.0000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
com.ctrip.framework.apollo.adminservice.aop,0.25,0.5262,0.0649,0.0,2,com.ctrip.framework.apollo.adminservice.aop.NamespaceLockAspect,0.8889,0.4606,10,1,0,1,9,1,9,1,0,0,0,0,16,0,13,9,6,4,3,0,0,2,0,0,0,0,0,0,0,9,5,5,0,5,0,1,0,1,0,1
com.ctrip.framework.apollo.adminservice.aop,0.25,0.5262,0.0649,0.0,2,com.ctrip.framework.apollo.adminservice.aop.NamespaceLockTest,0.7679,0.2929,7,1,1,0,6,0,7,1,0,0,1,0,13,0,11,8,6,6,2,0,0,0,0,0,0,0,0,0,0,8,11,11,0,10,0,6,0,6,0,1
com.ctrip.framework.apollo.openapi.util,0.08,0.6254,0.1039,0.039,5,com.ctrip.framework.apollo.openapi.util.ConsumerAuditUtil,0.5833,0.2556,6,1,0,1,5,2,4,1,0,0,3,0,8,2,8,4,4,4,0,0,0,0,0,0,0,0,0,0,0,4,8,8,0,8,0,1,0,3,0,1
com.ctrip.framework.apollo.openapi.util,0.08,0.6254,0.1039,0.039,5,com.ctrip.framework.apollo.openapi.util.ConsumerAuditUtilTest,1.0000,0.3333,2,1,1,0,1,0,2,1,0,0,1,0,6,0,6,3,3,3,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,5,0,0,0,0,0,1
com.ctrip.framework.apollo.openapi.util,0.08,0.6254,0.1039,0.039,5,com.ctrip.framework.apollo.openapi.util.OpenApiBeanUtils,0.5000,0.2000,11,0,0,0,11,3,8,1,0,0,3,0,18,1,17,6,6,6,0,0,6,0,0,0,0,0,0,0,0,6,2,2,0,2,0,2,0,0,0,1
com.ctrip.framework.apollo.openapi.util,0.08,0.6254,0.1039,0.039,5,com.ctrip.framework.apollo.openapi.util.ConsumerAuthUtil,0.5000,0.2333,5,1,0,1,4,4,1,1,0,0,4,0,1,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,1,0,1,1,1,0,1
com.ctrip.framework.apollo.openapi.util,0.08,0.6254,0.1039,0.039,5,com.ctrip.framework.apollo.openapi.util.ConsumerAuthUtilTest,1.0000,0.3333,2,1,1,0,1,0,2,1,0,0,1,0,4,0,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,3,0,0,0,0,0,1
com.ctrip.framework.apollo.adminservice.controller,0.0165,0.2274,0.1039,0.0,22,com.ctrip.framework.apollo.adminservice.controller.InstanceConfigControllerTest,0.8111,0.3007,9,1,1,0,8,0,9,1,0,0,1,0,48,0,45,10,7,7,3,0,0,0,0,0,0,0,0,0,0,10,4,4,0,4,0,0,0,0,0,1
com.ctrip.framework.apollo.adminservice.controller,0.0165,0.2274,0.1039,0.0,22,com.ctrip.framework.apollo.adminservice.controller.CommitController,1.0000,1.0000,2,0,0,0,2,0,2,1,0,0,0,0,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
com.ctrip.framework.apollo.adminservice.controller,0.0165,0.2274,0.1039,0.0,22,com.ctrip.framework.apollo.adminservice.controller.ItemController,0.7000,0.3700,10,0,0,0,10,0,10,1,0,0,0,0,32,2,32,6,6,6,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,3,0,0,0,0,0,1
com.ctrip.framework.apollo.adminservice.controller,0.0165,0.2274,0.1039,0.0,22,com.ctrip.framework.apollo.adminservice.controller.AppController,0.5500,0.2500,9,1,0,1,8,1,8,1,0,0,0,0,13,4,13,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,2,0,0,0,0,0,1
com.ctrip.framework.apollo.adminservice.controller,0.0165,0.2274,0.1039,0.0,22,com.ctrip.framework.apollo.adminservice.controller.TestWebSecurityConfig,1.0000,0.3333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
com.ctrip.framework.apollo.adminservice.controller,0.0165,0.2274,0.1039,0.0,22,com.ctrip.framework.apollo.adminservice.controller.NamespaceController,0.5000,0.2500,5,0,0,0,5,0,5,1,0,0,0,0,11,3,11,7,7,7,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,1,0,0,0,0,0,1
com.ctrip.framework.apollo.adminservice.controller,0.0165,0.2274,0.1039,0.0,22,com.ctrip.framework.apollo.adminservice.controller.ClusterController,0.5500,0.2500,6,0,0,0,6,0,6,1,0,0,0,0,12,3,12,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,1,0,0,0,0,0,1
com.ctrip.framework.apollo.adminservice.controller,0.0165,0.2274,0.1039,0.0,22,com.ctrip.framework.apollo.adminservice.controller.NamespaceLockController,1.0000,1.0000,5,0,0,0,5,0,5,1,0,0,0,0,5,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,3,0,0,0,0,0,1
com.ctrip.framework.apollo.adminservice.controller,0.0165,0.2274,0.1039,0.0,22,com.ctrip.framework.apollo.adminservice.controller.IndexController,1.0000,1.0000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
com.ctrip.framework.apollo.adminservice.controller,0.0165,0.2274,0.1039,0.0,22,com.ctrip.framework.apollo.adminservice.controller.ReleaseControllerTest,1.0000,0.3333,7,2,2,0,5,0,7,2,0,0,1,0,11,0,11,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1
com.ctrip.framework.apollo.adminservice.controller,0.0165,0.2274,0.1039,0.0,22,com.ctrip.framework.apollo.adminservice.controller.AbstractControllerTest,1.0000,1.0000,5,5,0,5,0,5,0,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,0,1,0,0,1,0,0,0
